source1_entity_id	candidate_entity_ids
S1-436985273	S2-78769581,S2-747466359,S3-777094091,S2-194307610,S2-914673196,S2-787718430,S3-224532909,S2-358856946,S2-418551982,S3-567307491,S3-742338332,S2-170548497,S3-834479800,S3-715736002,S2-432687019
S1-336308856	S3-155057772,S3-945987412,S3-994292654,S2-772792384,S3-957653093,S2-541414076,S2-290655819,S2-840004711,S2-867219610,S3-128062172,S2-294434771,S2-625988543,S2-585744040,S3-364420425,S2-649938200
S1-459696014	S3-897999922,S2-590774517,S2-485419143,S3-694649203,S2-907018183,S2-298914373,S2-144152685,S2-549881386,S2-656749559,S2-420409886,S3-507578619,S2-322802571,S3-468973552,S3-891618576,S2-674315309
S1-169008536	S2-484700872,S3-306170136,S3-437158071,S2-139574427,S3-721676529,S2-133763910,S3-475344171,S3-920959323,S3-191193147,S3-973786081,S3-968308471,S2-877647740,S3-594986512,S3-287055298,S3-221755697
S1-128347375	S3-606700664,S2-278045217,S3-322668156,S2-67201778,S3-117874334,S2-577969603,S2-742941063,S2-160811222,S2-166376419,S2-689428234,S2-810843780,S3-169505996,S3-302591797,S3-945500336,S3-123030748
S1-493363382	S3-372230683,S2-661030345,S2-683312986,S2-450093756,S3-536959514,S2-526057016,S2-549794568,S2-916871057,S3-912374499,S3-913950232,S3-699180912,S3-115397796,S2-356220463,S3-483474606,S3-720176490
S1-457935815	S2-399449669,S2-857681318,S3-46705563,S3-759766866,S2-282188517,S2-742860190,S3-608219124,S2-668310822,S2-232105388,S2-580420578,S2-698383825,S3-673495166,S3-742338332,S3-1635471,S2-61330089
S1-924009686	S2-812894315,S2-60332086,S2-345516678,S2-787337411,S2-842907040,S2-600115417,S2-358052714,S2-958334110,S2-32597485,S2-294305745,S2-58406671,S3-454085095,S3-636358389,S2-969898742,S2-933093889
S1-820394674	S2-495912184,S2-182677596,S2-315918323,S2-549110351,S2-528483872,S2-321133590,S2-183821477,S2-662032378,S2-640747746,S2-730588551,S2-372789171,S2-154655572,S2-219242350,S2-913038433,S2-771685137
S1-116247627	S2-1240778,S2-92868774,S2-511106943,S2-833900025,S3-146189711,S2-425338531,S2-537997029,S3-131522411,S2-662221399,S2-795809304,S3-238568995,S3-976237098,S2-824972458,S2-287872643,S3-290664485
S1-409451774	S2-581436607,S2-42670115,S3-740241379,S2-934922347,S2-136113375,S3-593885516,S2-539531490,S3-331595551,S2-513883989,S2-510916447,S2-491074769,S2-646516046,S2-485902426,S3-867082952,S2-94068349
S1-270844042	S3-763478361,S2-983802800,S2-503750580,S2-150882117,S3-230314480,S2-421540927,S2-471713609,S2-59544689,S3-32613925,S2-382822437,S2-189892225,S3-548236289,S3-995040589,S2-291868119,S2-277962442
S1-165891282	S2-660619106,S2-152104014,S2-195899758,S2-984543883,S2-156918549,S2-956102275,S3-229107813,S3-962339909,S2-190642185,S2-735885703,S2-833227760,S2-803642853,S3-712564318,S2-160811222,S2-607605766
S1-49032225	S3-743382779,S3-735170233,S3-783135164,S2-640420911,S2-231158333,S2-988075850,S3-329269099,S3-858147582,S2-784569977,S2-91908767,S2-64510343,S3-895371174,S2-584306503,S2-818687100,S3-694649203
S1-581797355	S2-600115417,S3-740193994,S2-58406671,S3-678683280,S3-636358389,S2-345516678,S2-849136094,S2-849898372,S2-659715947,S2-78682340,S3-292290735,S2-3332574,S2-447035910,S2-812894315,S2-969898742
S1-979042353	S3-709470866,S2-611600991,S2-251923115,S2-645138790,S2-487282937,S3-764949655,S2-733946064,S2-93135134,S2-68511408,S3-701301535,S2-777642350,S2-663884088,S3-596914385,S2-915769300,S2-879667609
S1-284710338	S2-434711089,S2-729028339,S2-298914373,S3-739932065,S2-766550527,S3-92977541,S2-436840512,S3-418835231,S3-467498044,S3-55088333,S3-134087016,S2-584056960,S3-205138176,S3-863853742,S3-285521292
S1-812886866	S2-290655819,S3-134332125,S2-142031060,S2-30830908,S2-884963749,S2-818687100,S3-256374674,S2-921467017,S2-111237832,S2-625988543,S2-444302931,S2-615909795,S2-840004711,S2-223493773,S2-293759502
S1-677741106	S2-682660453,S2-224839523,S2-933515673,S3-351636801,S3-931958242,S2-64301738,S2-130619898,S2-335066405,S3-689577086,S2-222540081,S3-394257782,S2-322245462,S2-68402423,S2-84094385,S3-258059290
S1-263481527	S2-308859601,S3-80233309,S3-411023211,S2-789377888,S3-945987412,S2-764879575,S3-803003378,S2-654263813,S2-656749559,S2-915229145,S2-929868474,S3-536396418,S2-488984489,S3-155057772,S2-420409886
S1-447103941	S2-182677596,S2-549110351,S3-545285539,S2-321133590,S2-187499079,S2-640747746,S3-535281606,S2-899616853,S3-594356120,S2-913038433,S2-315918323,S3-127881067,S2-498046006,S2-372789171,S3-444730740
S1-177375169	S2-997592409,S2-686350780,S3-925053778,S2-646516046,S3-352624771,S3-87959295,S3-423849668,S2-647437327,S2-828634638,S2-546426576,S2-854676522,S3-886539572,S2-216434283,S3-265900912,S2-360633734
S1-706514314	S3-678595353,S2-833900025,S2-662221399,S3-976237098,S2-256286125,S2-287872643,S2-232484718,S3-237370255,S3-993712755,S3-161412777,S2-69559356,S3-688354842,S3-981197869,S3-152113695,S2-390167188
S1-352234501	S2-59175936,S2-251858541,S2-474914898,S2-785378860,S3-272911996,S3-856171,S3-575319659,S3-571837992,S3-884074860,S2-229217508,S2-672736825,S2-876512549,S3-604013469,S3-701941347,S3-884958497
S1-225119054	S2-363154872,S2-476525997,S2-674991742,S2-601185190,S2-295254551,S2-31803204,S2-633921347,S2-977127221,S3-768140740,S2-324771787,S2-902261581,S2-960361858,S2-953579753,S2-478122065,S2-659685525
S1-543144015	S2-164651728,S3-200900814,S3-230787418,S2-599195929,S2-166376419,S2-822625199,S2-907018183,S2-216233158,S2-575329360,S3-479547424,S3-891901989,S3-805347792,S2-160811222,S2-719478517,S2-877745187
S1-233584777	S3-376084038,S2-979303211,S3-805821993,S2-625682061,S3-355542967,S3-775274701,S2-335038001,S2-414011287,S3-844194279,S3-487598602,S3-312139415,S2-850741800,S2-48939070,S2-444139007,S3-602693922
S1-192327811	S3-436637944,S3-422022489,S3-373956991,S3-416117385,S2-877745187,S3-219641637,S2-297152417,S2-15148623,S2-903960790,S3-490973637,S2-802651416,S2-937234624,S3-721486890,S3-374817741,S2-672082301
S1-993357110	S2-849565658,S2-963300188,S2-185405451,S2-596751909,S2-962522174,S3-168148806,S3-769019341,S3-114350819,S2-666342792,S3-232385827,S2-165809100,S3-213888812,S3-716889162,S2-183176697,S3-925053778
S1-440023753	S3-418483324,S3-357152669,S2-960361858,S2-479004587,S3-755273372,S3-553961643,S2-535988246,S2-857627805,S2-563644814,S2-944853638,S3-391094104,S2-868365106,S2-728507538,S3-740659337,S3-669860378
S1-854319024	S3-874250123,S2-84813397,S2-937454805,S3-494545753,S2-947421213,S2-46771753,S3-450367967,S3-974234595,S3-474790592,S3-563672197,S3-23257883,S2-140036589,S3-218916846,S2-41514279,S2-77285093
S1-86094936	S2-532020500,S2-57398306,S2-491028094,S2-382657775,S2-915202445,S3-839189434,S2-744794854,S3-759966122,S3-294693627,S2-50083056,S3-690488965,S3-716678885,S3-444600693,S3-90177306,S3-287692734
S1-981904067	S2-351945894,S3-565488625,S2-732609411,S2-162252776,S3-903713633,S2-206082608,S3-527205798,S3-148895274,S3-628669289,S2-155086154,S2-25787219,S3-839863345,S2-612859563,S3-131372643,S2-338373453
S1-832211747	S2-237375796,S2-837187320,S2-460552614,S3-461968451,S2-989158977,S3-715882797,S3-191118851,S2-782006562,S2-749932508,S3-433716059,S3-473367120,S2-945842043,S3-417297011,S3-354152902,S3-807110325
S1-488506845	S2-350377103,S2-976576895,S3-347554538,S3-926572062,S2-534898658,S2-945688451,S2-903479853,S2-70991129,S3-847369810,S3-726039825,S2-232105388,S2-945865905,S3-120983806,S2-369527493,S2-780354672
S1-654697159	S2-584056960,S2-766550527,S2-729028339,S2-436840512,S2-298914373,S3-750038513,S3-55088333,S3-928338530,S3-739932065,S2-549891408,S3-134087016,S3-863853742,S2-434711089,S2-414238106,S3-815150864
S1-739195544	S2-494876351,S3-288029572,S3-772860915,S2-470518488,S3-868297922,S2-49942811,S2-19749906,S3-375471546,S3-286423684,S3-572598570,S2-522792557,S3-239896543,S3-656939097,S2-229183845,S3-239310144
S1-559551054	S3-968443616,S2-185148108,S3-676883344,S3-234548018,S3-706710886,S2-210601194,S3-460561057,S2-847374839,S3-995210537,S2-830797725,S3-548917591,S2-519912199,S2-789711070,S3-97933587,S3-244485028
S1-580254632	S2-872121188,S2-199235212,S2-635942417,S2-6795460,S2-995454342,S2-643744129,S3-366902816,S2-746406395,S2-326301027,S2-640747746,S2-377025409,S2-168770832,S2-918895053,S2-758681750,S3-25972888
S1-405795474	S2-334284265,S3-959881110,S3-273833586,S2-192178144,S2-318023531,S3-518368288,S2-293011085,S2-779485994,S2-924470584,S2-746717750,S3-176852087,S2-596751909,S3-918416863,S3-408946993,S3-55574790
S1-765456522	S2-941411557,S2-706615728,S2-835063716,S3-84971403,S2-977796762,S3-811952583,S3-868173099,S2-568874744,S3-88669772,S2-128766509,S3-328952319,S3-858411386,S2-706360388,S2-981550471,S2-908457811
S1-55333937	S2-333206038,S3-386389496,S2-274109622,S3-84971403,S2-557505234,S2-315041402,S3-529248913,S2-706615728,S3-45067784,S3-463403368,S2-75711327,S2-885518,S2-331264637,S3-700538561,S2-229849493
S1-876256279	S2-20873018,S3-514108823,S2-827503791,S2-937703023,S3-977086194,S2-722166534,S2-503157961,S2-474488626,S2-95090414,S2-503750580,S3-828072436,S2-386575117,S2-920706546,S2-59544689,S2-471713609
S1-651095976	S3-66611286,S3-418483324,S3-748245753,S2-727608986,S3-651913811,S2-227109393,S2-35320888,S2-677969907,S3-460838034,S3-553961643,S2-280468346,S3-835058332,S3-30337956,S3-28080147,S3-186669994
S1-522840559	S2-790947608,S2-27986137,S3-602996797,S2-92868774,S2-304562241,S2-866650875,S2-272930939,S3-270062152,S3-741719955,S3-828752691,S2-69869857,S3-538882911,S2-145521404,S2-457500956,S2-311198605
S1-601945198	S2-549110351,S2-182677596,S2-321133590,S2-640747746,S2-149284548,S2-187514897,S2-205034666,S2-927844008,S2-710539502,S2-315918323,S2-372789171,S3-500677096,S2-899616853,S3-649034504,S2-200200363
S1-757082720	S3-460838034,S2-965326114,S2-937454805,S2-537858187,S2-947421213,S2-725412413,S3-474790592,S3-450367967,S2-418033252,S2-270518407,S3-23257883,S2-46771753,S3-284065542,S2-140036589,S3-563672197
S1-590134263	S2-210601194,S2-344591721,S3-309754919,S2-679333576,S2-359710026,S2-630688873,S2-335038001,S2-328900052,S2-788195957,S2-963646032,S3-672546444,S2-561796765,S2-723828175,S3-782701512,S2-985375674
S1-842497118	S3-144155427,S2-540853782,S2-120391369,S2-361329158,S2-757487043,S2-849276951,S3-807110325,S2-496765251,S2-978253391,S2-879041312,S2-111294604,S3-912374499,S2-37191173,S2-158828409,S2-488565793
S1-326704888	S2-594607876,S2-647040826,S2-932434431,S2-687374926,S3-485222128,S2-550763752,S2-674223031,S2-833900025,S2-487524833,S3-66751718,S2-662221399,S3-452899779,S2-92854944,S3-976237098,S2-418033252
S1-4869416	S2-153452187,S2-836906889,S2-352990076,S2-165396141,S2-215365689,S2-218208532,S3-253560393,S3-164116745,S3-667592465,S2-866650875,S3-723652684,S2-915617973,S2-710492190,S2-253315499,S3-593152841
S1-720468760	S2-836566896,S3-904730939,S2-167129557,S3-73274738,S2-109034922,S3-42140506,S2-681956450,S2-159064454,S2-369527493,S2-581946988,S2-611936552,S2-792034672,S2-360210911,S3-292446058,S3-274001469
S1-93806322	S3-901346951,S3-934752729,S3-179738152,S2-146498176,S2-674862293,S2-712486191,S3-789667356,S2-611600991,S2-381676404,S2-20143885,S2-251923115,S3-666512753,S2-17360295,S2-645138790,S2-330756776
S1-16642923	S2-849436272,S2-508328321,S3-238032780,S2-896696403,S3-431503485,S2-122744511,S2-628783277,S2-57790674,S2-99879738,S2-704449115,S2-996245861,S2-255666022,S2-435778329,S3-652795729,S2-902147205
S1-951871591	S2-766550527,S2-729028339,S2-298914373,S2-436840512,S2-584056960,S3-928338530,S2-434711089,S3-750038513,S3-55088333,S3-739932065,S2-549891408,S3-134087016,S2-414238106,S2-45732499,S3-863853742
S1-665355186	S2-133763910,S2-256451765,S2-945813340,S3-82799350,S3-859268022,S2-621473436,S3-866217192,S3-929560920,S2-484700872,S2-139574427,S2-877647740,S3-140795454,S3-446482196,S3-829638705,S3-285521292
S1-953470089	S3-620122596,S2-700851619,S2-487988118,S2-772533853,S2-873237963,S2-846681979,S2-414624479,S2-917557484,S3-832009894,S2-630317647,S3-82194344,S2-85041734,S2-474827065,S3-562460845,S2-861414287
S1-464105135	S3-975758507,S2-382500675,S2-76349004,S2-155721168,S2-444528389,S2-591536531,S2-960372483,S2-998764761,S2-572531501,S2-1722538,S2-368206306,S2-290759547,S2-908400637,S3-685541104,S2-841041204
S1-272091966	S3-308343706,S2-25787219,S2-619282421,S2-382115578,S2-808487588,S2-742406486,S2-642110210,S2-319516258,S2-830783927,S2-99946185,S2-645024049,S3-786229324,S2-660426546,S2-886131666,S2-196684342
S1-675959550	S2-812894315,S3-768411184,S2-60332086,S2-787337411,S2-447035910,S2-114171211,S3-454085095,S2-294305745,S2-933093889,S2-600115417,S2-969898742,S2-543840280,S2-345516678,S2-168560796,S2-609911019
S1-716442915	S3-656356159,S3-826599895,S3-184811928,S2-672321572,S3-38603666,S3-105263451,S3-609689734,S2-404431253,S2-787757653,S3-891691813,S2-450648359,S2-92835928,S2-28480927,S3-879599711,S2-831437465
S1-657025372	S3-676931503,S3-774946579,S2-752508714,S3-803783626,S2-256172355,S2-596515519,S3-168049593,S2-184020156,S2-513743270,S2-537997029,S2-943222249,S3-785858557,S3-316065573,S2-677006217,S3-684274576
S1-958577120	S3-548783787,S2-820558687,S2-515239169,S3-374110162,S3-448790637,S2-491131260,S2-636839041,S3-45721923,S3-768437632,S2-418175589,S2-238469305,S2-542975651,S2-548879220,S3-939347897,S3-511587909
S1-606480359	S2-293759502,S3-329618347,S3-393108260,S2-535538356,S2-290655819,S2-10371526,S3-903812224,S3-123296920,S3-627028990,S3-769838460,S3-773616613,S3-945987412,S2-625988543,S3-801701830,S3-227173389
S1-378652653	S2-843071321,S2-727779637,S2-183900549,S2-147367965,S2-53012167,S3-702393009,S2-125254201,S3-145169487,S2-839523258,S3-39511634,S2-777295554,S3-898251122,S3-429652204,S2-105086356,S3-623966836
S1-24519478	S2-660619106,S3-229107813,S2-984543883,S2-195899758,S2-956102275,S2-156918549,S2-152104014,S2-190642185,S3-71542232,S2-570006860,S3-959034257,S2-803642853,S3-712564318,S3-867745530,S3-497886931
S1-539197690	S3-432790523,S2-251222308,S3-255874202,S2-241318949,S2-159570331,S3-485472794,S3-404484908,S3-358821275,S2-461439471,S3-104260598,S2-378820746,S2-949646028,S3-650745475,S2-720983730,S2-800694119
S1-977704542	S3-847369810,S2-616836723,S2-446585847,S3-766469165,S2-769808418,S2-848582954,S3-547609268,S3-23257883,S2-996569294,S2-903479853,S2-187572852,S2-686366565,S2-932434431,S2-56744275,S2-598177562
S1-338840619	S2-500304361,S3-222880525,S2-15514991,S2-705827573,S3-424466952,S2-488915476,S2-821123172,S2-511731036,S3-801833142,S3-98400904,S2-697586803,S2-359684479,S2-234917047,S3-494694498,S2-149356677
S1-170960991	S2-865681369,S3-219641637,S2-166376419,S3-32940847,S2-278045217,S2-160811222,S3-867791791,S3-554168475,S2-208815786,S3-995921025,S3-212813105,S2-746958256,S2-664751713,S3-128468410,S3-854547155
S1-152967828	S2-51363526,S3-355792538,S3-769826757,S2-585332164,S3-193781924,S2-449578781,S3-5597383,S2-130736404,S3-84437435,S2-672321572,S2-512060211,S3-555900685,S2-41986027,S2-833201275,S3-982441302
S1-13859063	S2-161476122,S3-18473496,S3-505544021,S3-665288219,S2-650621734,S3-783640884,S2-131125837,S3-425143395,S2-166629328,S2-742941063,S2-468242606,S3-461555497,S3-768437632,S3-143041825,S3-740193994
S1-152217425	S3-179264236,S3-317967494,S3-378781376,S3-576153306,S3-132011564,S3-419509268,S3-958128661,S3-300104137,S2-328900052,S2-541092314,S2-859924222,S3-677829309,S2-563644814,S2-199669656,S2-316224656
S1-113241674	S3-764565144,S2-262681979,S2-517668630,S3-107035999,S3-164007837,S2-727900448,S3-418483324,S2-103972023,S3-261912207,S2-968661299,S3-527793791,S3-119388311,S2-173181959,S2-836906889,S3-772217718
S1-711682948	S2-928003558,S2-880076532,S3-141506690,S2-867730028,S2-936893839,S3-277439066,S2-316755660,S2-66236312,S3-684139279,S2-400132919,S2-582932642,S2-228338166,S2-168008728,S2-237942217,S2-513743270
S1-284209086	S3-943032673,S2-846262463,S2-552487507,S3-831988468,S2-246802983,S2-57398306,S3-332361882,S2-523935459,S3-428209909,S2-139574427,S2-722876090,S2-915202445,S2-480851867,S3-912485810,S3-517304260
S1-537478269	S2-293780930,S3-743036275,S2-546426576,S2-833900025,S3-408908496,S2-662221399,S3-585479914,S3-843610096,S2-944772275,S3-976237098,S3-517654841,S3-790184255,S3-506818727,S2-884331770,S3-54245155
S1-208550511	S2-390167188,S3-470786539,S2-536514418,S3-124977471,S2-234929684,S3-433379192,S3-96513872,S2-118970010,S2-696617658,S2-361329158,S3-128768351,S2-298712121,S3-138975992,S3-259302883,S2-26395860
S1-632136965	S3-287551957,S2-131264573,S3-39474544,S3-607544019,S2-765237014,S3-77032246,S2-888873504,S2-284542259,S2-149345266,S3-806711504,S3-624607173,S2-288004005,S3-506673929,S2-869901829,S3-963718472
S1-133868991	S2-293759502,S2-290655819,S3-769838460,S3-801701830,S3-903812224,S3-123296920,S3-441188460,S2-535538356,S2-840004711,S2-10371526,S3-329618347,S2-867219610,S3-393108260,S3-548236289,S3-773616613
S1-684878299	S2-176139646,S2-905737147,S2-820381218,S3-694649203,S3-962314263,S2-785589800,S2-595795733,S3-891618576,S2-995199364,S3-520867148,S3-233998558,S2-41143092,S3-817896451,S2-196192413,S3-392539749
S1-281356776	S2-180473955,S2-95090414,S3-88317059,S3-798235758,S3-627281039,S2-562696174,S2-650621734,S2-161476122,S3-226018212,S2-875461623,S2-983802800,S2-235398491,S2-150882117,S2-594381269,S3-505544021
S1-40830766	S2-183050312,S2-235976983,S2-144152685,S2-816205839,S2-186703584,S2-319667672,S2-252321761,S3-912624947,S3-803213129,S3-296343854,S2-227749267,S3-605264871,S2-420409886,S3-928420819,S3-937684634
S1-89093509	S3-51584264,S2-616432525,S2-759542904,S3-687948594,S2-311814169,S3-310112130,S3-939735667,S2-190642185,S2-70247599,S3-959034257,S2-660619106,S2-984543883,S2-803642853,S2-937234624,S2-607605766
S1-954595905	S3-339013298,S2-269216752,S2-891406198,S2-294114423,S3-797455572,S2-635511596,S3-683806905,S2-429661233,S3-267846418,S2-530253274,S3-54245155,S3-923239271,S3-743366290,S3-519274894,S2-47749434
S1-287666599	S3-358982885,S2-72311199,S3-518239197,S3-905839028,S2-523031614,S2-294062437,S2-725343258,S2-72802433,S2-785890760,S3-761438523,S3-869744140,S2-762585007,S2-139831055,S2-854676522,S2-291892949
S1-952988982	S2-595414933,S3-937604614,S2-134341052,S2-575166296,S3-914734518,S3-630945713,S2-777919211,S3-752834029,S2-734993182,S2-52135149,S2-254422036,S2-685689907,S3-986827642,S3-466925255,S2-10978218
S1-349873839	S3-337073328,S3-432825192,S3-118787430,S3-289566539,S2-806523322,S3-770184671,S2-441341822,S3-946323575,S3-81161554,S2-282629268,S3-763696279,S2-335038001,S2-749642407,S2-834738396,S3-798626201
S1-279661956	S2-130460888,S2-578590880,S2-696744966,S2-2670847,S3-357152669,S3-392777500,S3-72313239,S2-880764652,S2-778812617,S2-791429680,S3-445606212,S2-102699008,S3-8593064,S3-593809322,S3-442196848
S1-353948236	S2-667274253,S3-987176395,S2-310313046,S3-388933339,S2-25714222,S3-190373457,S3-295269301,S3-623765588,S2-452973108,S2-397600396,S3-389401238,S3-305178768,S2-701906667,S3-519606520,S2-213138164
S1-126927804	S3-870774686,S2-154655572,S2-999759387,S3-367524706,S2-672381387,S3-900496296,S2-549110351,S2-321133590,S2-12779077,S2-99136836,S2-105521173,S3-951606626,S2-317374397,S3-109998314,S2-885381494
S1-627443733	S2-135305339,S3-479547424,S2-714809772,S2-865536572,S2-59544689,S2-150882117,S3-637842781,S3-552762137,S2-287300820,S2-678818787,S2-503750580,S3-307719506,S2-471713609,S2-978606166,S2-983802800
S1-280818643	S2-762793223,S3-388933339,S2-269775293,S3-845273028,S3-742928330,S2-293780930,S2-718800703,S2-717686537,S2-921776853,S3-768137581,S3-85606801,S3-928896137,S3-725047835,S2-456598271,S2-411395943
S1-974716750	S3-500636481,S2-646274481,S2-158757260,S2-497944131,S3-90389340,S2-185654339,S3-955297849,S3-752813600,S2-184190407,S2-677112745,S2-723642257,S3-765275693,S2-46093451,S3-726805583,S2-390971137
S1-85500745	S2-257098293,S2-712994058,S2-215365689,S2-285859028,S2-28480927,S3-407324780,S3-60493242,S3-434555272,S2-867197250,S2-91690570,S3-504675118,S3-610765406,S2-82856803,S2-717546,S2-908400637
S1-452308590	S3-401623330,S3-963851783,S3-94966201,S2-821383594,S2-630688873,S2-2670847,S2-229183845,S2-622481215,S2-868087865,S3-142747112,S3-888210673,S2-613431408,S3-805167640,S2-372202978,S3-269584157
S1-330281696	S2-680198089,S2-707195845,S2-746958256,S2-742941063,S2-689428234,S2-791856232,S3-872352971,S2-549893548,S2-256451765,S3-599509819,S2-166376419,S2-539943184,S3-169505996,S2-945813340,S3-859268022
S1-75862106	S2-849580158,S3-316794132,S2-174396062,S3-700982319,S3-321023273,S3-317410340,S2-156054800,S2-252469399,S3-74446391,S2-175865714,S2-632851303,S2-432522197,S2-582679076,S2-277557813,S2-534415637
S1-763496609	S3-362352614,S2-191007167,S2-640747746,S3-640939636,S2-243813488,S2-495912184,S3-93402322,S3-365231906,S2-747478411,S2-504054294,S3-883806983,S2-366986483,S3-632983688,S2-42320993,S2-714861139
S1-631165181	S2-591448531,S3-568071793,S3-380295664,S3-517654841,S3-204348270,S3-64823468,S3-49672113,S2-114121811,S3-133634810,S2-782160235,S2-572367141,S2-212582677,S3-80402564,S3-800470407,S3-527090333
S1-737977090	S2-956579766,S3-276957861,S2-149845283,S3-88542583,S3-630633029,S2-772458801,S2-460552614,S3-853831210,S3-68547906,S3-280284219,S2-551194254,S3-54278205,S2-696617658,S3-736041086,S2-583271471
S1-987994833	S3-520570219,S3-15219142,S2-484559177,S3-819471722,S3-596687608,S3-184260861,S2-638011629,S3-222431648,S3-185319272,S3-402719976,S2-109121051,S3-460885493,S2-353771582,S2-353212181,S2-620110385
S1-512288351	S2-846262463,S2-349666272,S2-773180947,S3-466676479,S2-55136200,S2-852307591,S3-339046680,S3-527947209,S3-921900597,S3-830717300,S2-860534246,S2-256518183,S2-913216366,S2-96362128,S3-580654791
S1-198026451	S3-996431609,S3-890922145,S3-872752642,S3-468973552,S3-882605073,S3-922636035,S3-218573612,S2-896696403,S2-706360388,S3-511230962,S3-236286128,S3-658915291,S3-107179867,S3-408212372,S3-891901989
S1-493059116	S2-910920599,S2-539393537,S2-556803824,S2-681609924,S2-173632166,S3-959903778,S2-868915655,S2-705462394,S3-323550763,S2-945842043,S3-576153306,S2-16720295,S3-6860381,S3-43801893,S2-989100620
S1-708417088	S2-12779077,S2-998532634,S2-382973609,S2-615464322,S2-937887502,S2-8304739,S3-62971906,S2-690767550,S2-656888247,S3-229690438,S2-368478519,S3-753922842,S3-33842912,S2-790425886,S2-888030033
S1-548116192	S2-25973612,S2-150000368,S2-83042259,S3-670677682,S2-571013920,S3-510827483,S2-910112818,S3-775613160,S3-614469482,S2-152030787,S3-48786952,S2-626058699,S3-768140740,S2-358566293,S3-222783425
S1-74901450	S2-984241859,S3-131889212,S2-230457131,S3-172792404,S3-325206472,S2-212955583,S3-714994003,S3-155197537,S2-913976206,S3-603055147,S2-972265060,S3-46672214,S2-535538356,S2-939074826,S2-369242155
S1-19868030	S2-174396062,S3-700982319,S3-316794132,S3-506388347,S2-534415637,S3-317410340,S3-321023273,S2-156054800,S2-849580158,S2-252469399,S3-74446391,S2-432522197,S2-582679076,S2-175865714,S2-277557813
S1-460136045	S3-269732947,S3-548783787,S2-640420911,S3-682995762,S2-690767550,S3-710073562,S2-339142042,S3-516727609,S3-606543976,S3-816521128,S2-641217477,S3-211908905,S2-775484419,S2-18050849,S2-636839041
S1-332388880	S3-379984324,S3-843748942,S2-526876910,S2-716687956,S2-339853392,S3-565165190,S2-867614780,S2-255178941,S2-689049050,S3-90209401,S2-794926277,S3-656939097,S3-961138114,S3-288257135,S2-103194364
S1-792880767	S2-359710026,S2-328900052,S2-561796765,S2-344591721,S3-316034491,S2-962270896,S3-350901570,S2-110239007,S3-11638243,S3-432702220,S2-419789553,S2-227887567,S3-16883816,S2-566356754,S2-937987341
S1-457615425	S3-511742220,S2-438753836,S2-925511054,S2-263273654,S2-418380949,S2-461563520,S3-616761805,S3-702403754,S2-254788701,S2-630651352,S2-822346901,S2-228779604,S2-995134427,S2-703267220,S3-99532463
S1-396759763	S2-383023238,S2-61994815,S2-35086639,S2-202436202,S3-222675812,S2-616836723,S2-955718772,S3-580253663,S3-593689758,S2-362515452,S3-233751512,S3-226426166,S3-621700437,S3-839192400,S2-56744275
S1-944430830	S3-116697074,S3-313443919,S3-233089228,S2-814881099,S3-275360323,S3-451480230,S2-153235761,S2-290655819,S2-245126142,S2-625988543,S2-75989170,S2-921467017,S2-615909795,S2-444302931,S2-840004711
S1-90032658	S2-891690438,S2-475793028,S3-300764673,S3-308631150,S3-942849775,S3-385665030,S2-219128254,S2-398460096,S2-839747669,S2-861414287,S2-645138790,S2-231732832,S3-616774466,S2-67505679,S2-225823147
S1-483140947	S3-412197948,S2-311198605,S3-897029674,S2-579939713,S3-215965899,S3-605834068,S3-558863568,S2-700717757,S2-780872035,S2-533197229,S3-321023273,S2-349365849,S2-644844275,S2-222899205,S3-792608602
S1-566183725	S2-127778636,S2-637500424,S2-60332086,S2-51981016,S2-217976803,S2-370665662,S2-34449822,S3-866217192,S2-94339175,S3-374817741,S2-330228627,S2-160405899,S2-378780545,S2-268932954,S2-298322141
S1-756304715	S2-691463903,S2-717686537,S2-175642159,S2-426259815,S3-344567101,S2-885496247,S2-822123183,S2-799978429,S2-344874828,S2-374447205,S2-295065312,S2-52135149,S3-355408555,S2-65378876,S2-520441214
S1-306095185	S2-200200363,S3-996006571,S2-927844008,S2-182677596,S3-866217192,S2-831625227,S2-549110351,S3-23059722,S2-544365657,S2-859393404,S2-399052000,S3-584170524,S2-321133590,S2-945813340,S2-895797947
S1-387418200	S3-478982310,S2-815037725,S2-880662813,S2-12434856,S3-8222959,S2-352575092,S2-804872908,S2-143614907,S2-911982345,S2-17860697,S3-668144143,S3-610765406,S2-255396836,S2-977127221,S2-713920891
S1-500998121	S2-323570916,S2-106812665,S3-950463500,S2-714768922,S3-560263302,S3-759766866,S2-550763752,S2-83042259,S3-660342206,S2-482219416,S2-594607876,S3-294412892,S2-54521194,S3-355419233,S3-142833824
S1-362880192	S2-332014708,S2-656960149,S3-726914028,S2-365560637,S3-415382639,S2-218598097,S3-16499058,S2-729058852,S3-223036747,S3-192903145,S3-850304896,S3-432908949,S3-503379589,S3-619600452,S2-704652401
S1-932539298	S2-353872072,S2-598177562,S3-393421706,S2-983318792,S2-848582954,S2-832052225,S2-417725545,S2-795141272,S3-297267219,S3-69263588,S3-694778624,S2-349301525,S2-598991538,S2-123315323,S3-404367251
